,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Kurilsk,RU,45.2333,147.8833,56.16,98,100,8.25,overcast clouds
346,Gladstone,AU,-23.85,151.25,64.33,72,100,8.05,overcast clouds
347,Saint-Joseph,RE,-21.3667,55.6167,77.38,69,20,11.1,few clouds
348,Siguiri,GN,11.6667,-9.5,75.61,87,77,1.43,broken clouds
349,Wagar,SD,16.1525,36.2032,91.94,44,18,19.3,few clouds
350,Wanaka,NZ,-44.7,169.15,32.04,82,23,4.0,few clouds
351,Los Llanos De Aridane,ES,28.6585,-17.9182,72.12,76,75,13.8,broken clouds
352,Necochea,AR,-38.5473,-58.7368,48.36,81,99,6.76,overcast clouds
353,Svetlogorsk,BY,52.6333,29.7333,75.96,50,100,9.13,overcast clouds
354,Port-Gentil,GA,-0.7193,8.7815,78.76,78,40,12.66,scattered clouds
355,Tautira,PF,-17.7333,-149.15,77.09,75,21,26.17,light rain
356,Broome,US,42.2506,-75.833,60.06,87,1,1.99,clear sky
357,Nanning,CN,22.8167,108.3167,97.25,38,28,9.62,scattered clouds
358,Townsville,AU,-19.25,146.8,68.88,78,96,17.27,overcast clouds
359,Vicuna,CL,-30.0319,-70.7081,47.93,50,0,1.52,clear sky
360,Kuusankoski,FI,60.907,26.6244,66.72,52,40,6.91,scattered clouds
361,Haverfordwest,GB,51.8017,-4.9691,64.06,97,100,1.01,overcast clouds
362,Socorro,US,31.6546,-106.3033,84.49,32,94,6.35,overcast clouds
363,Baft,IR,29.234,56.6057,79.09,36,57,6.35,broken clouds
364,Pacific Grove,US,36.6177,-121.9166,60.82,91,83,1.99,broken clouds
365,Erenhot,CN,43.6475,111.9767,90.82,17,0,4.59,clear sky
366,Ugoofaaru,MV,5.6667,73.0,79.54,80,100,24.16,overcast clouds
367,Luancheng,CN,37.8792,114.6517,91.56,56,91,3.58,overcast clouds
368,Poum,NC,-20.2333,164.0167,71.53,75,100,15.39,overcast clouds
369,Aykhal,RU,66.0,111.5,67.08,81,100,14.97,moderate rain
370,Hibbing,US,47.4272,-92.9377,69.22,72,1,6.93,clear sky
371,Banjar,ID,-8.19,114.9675,79.39,79,65,1.63,broken clouds
372,Impfondo,CG,1.6381,18.0667,84.6,50,91,3.74,overcast clouds
373,Ouahigouya,BF,13.5828,-2.4216,83.73,56,100,10.8,overcast clouds
374,Olinda,BR,-8.0089,-34.8553,74.93,88,75,8.05,broken clouds
375,Thinadhoo,MV,0.5333,72.9333,77.47,88,100,24.9,light rain
376,Caxias,PT,38.7031,-9.2767,88.47,57,0,4.61,clear sky
377,Suluova,TR,40.8313,35.6479,80.46,54,20,2.3,few clouds
378,Sakaiminato,JP,35.55,133.2333,91.33,62,75,3.44,broken clouds
379,Whitehorse,CA,60.7161,-135.0538,63.37,64,100,3.44,light intensity shower rain
380,Loikaw,MM,19.6742,97.2094,75.51,88,100,0.74,overcast clouds
381,Vao,NC,-22.6667,167.4833,68.41,74,99,25.95,overcast clouds
382,San Quintin,MX,30.4833,-115.95,68.32,82,10,4.14,clear sky
383,Hokitika,NZ,-42.7167,170.9667,42.91,79,12,5.99,few clouds
384,Bundaberg,AU,-24.85,152.35,62.22,85,93,1.01,overcast clouds
385,Tomatlan,MX,19.9333,-105.25,76.39,88,100,3.67,overcast clouds
386,Praia Da Vitoria,PT,38.7333,-27.0667,74.75,94,20,3.71,few clouds
387,Druzhba,UA,52.0428,33.9453,74.71,54,73,5.75,broken clouds
388,Dumas,US,35.8656,-101.9732,71.53,94,0,3.44,clear sky
389,Fraserburgh,GB,57.6874,-2.0184,58.48,65,89,10.98,overcast clouds
390,Maloy,NO,61.9353,5.1136,55.13,86,100,6.17,overcast clouds
391,Ostrovnoy,RU,68.0531,39.5131,66.4,63,29,12.93,scattered clouds
392,Pangai,TO,-19.8,-174.35,77.65,85,82,16.75,broken clouds
393,Totskoye,RU,52.5248,52.7623,82.92,35,57,8.34,broken clouds
394,Loei,TH,17.4167,101.5,79.97,83,100,1.97,overcast clouds
395,Bambous Virieux,MU,-20.3428,57.7575,77.25,57,75,24.16,broken clouds
396,Xai-Xai,MZ,-25.0519,33.6442,77.7,37,0,5.32,clear sky
397,Santa Cruz,BO,-17.8,-63.1667,63.86,63,75,6.91,broken clouds
398,Neyshabur,IR,36.2133,58.7958,83.73,31,34,5.79,scattered clouds
399,Muleba,TZ,-1.8397,31.6544,71.26,65,73,5.88,light rain
400,Kamina,CD,-8.7386,24.9906,84.83,21,38,5.41,scattered clouds
401,Nago,JP,26.5881,127.9761,81.45,94,100,21.03,heavy intensity rain
402,Husavik,IS,66.0449,-17.3389,44.13,85,100,20.98,overcast clouds
403,Srandakan,ID,-7.9386,110.2506,78.87,76,73,12.3,broken clouds
404,Coihaique,CL,-45.5752,-72.0662,31.95,86,20,6.91,few clouds
405,Olonets,RU,60.9847,32.9698,59.41,82,100,7.38,overcast clouds
406,Tigil,RU,57.8,158.6667,56.95,68,45,8.88,scattered clouds
407,Shelburne,CA,44.0787,-80.2041,64.85,82,6,7.92,clear sky
408,Tatawin,TN,32.9297,10.4518,92.64,22,0,6.49,clear sky
409,Badarwas,IN,24.9667,77.5667,90.59,49,97,12.06,overcast clouds
410,Ocala,US,29.1872,-82.1401,76.98,68,0,5.39,clear sky
411,Anaconda,US,46.1285,-112.9423,62.64,32,0,5.77,clear sky
412,Otradnoye,RU,59.7775,30.8181,67.03,58,40,6.49,scattered clouds
413,Morondava,MG,-20.2833,44.2833,78.44,59,6,6.55,clear sky
414,Varena,LT,54.2167,24.5667,59.36,86,100,10.69,moderate rain
415,Macamic,CA,48.7502,-78.9996,54.01,95,13,7.87,few clouds
416,Hofn,IS,64.2539,-15.2082,55.42,47,20,2.3,few clouds
417,Aitape,PG,-3.1374,142.3475,80.42,82,22,6.85,few clouds
418,Daru,PG,-9.0763,143.2092,76.26,92,67,16.08,broken clouds
419,Cidreira,BR,-30.1811,-50.2056,54.72,83,95,10.31,overcast clouds
420,Buloh Kasap,MY,2.5536,102.764,87.73,65,43,5.37,moderate rain
421,Sayansk,RU,54.1088,102.1648,71.96,73,97,8.9,light rain
422,Sechura,PE,-5.5569,-80.8222,61.88,83,26,7.0,scattered clouds
423,Uvalde,US,29.3669,-99.767,80.13,47,0,4.61,clear sky
424,Kungurtug,RU,50.5994,97.5228,81.46,25,68,6.96,broken clouds
425,Da Nang,VN,16.0678,108.2208,91.38,58,20,6.91,few clouds
426,Wanlaweyn,SO,2.6185,44.8938,88.77,40,40,20.33,scattered clouds
427,Flin Flon,CA,54.7682,-101.865,55.24,59,100,3.98,overcast clouds
428,Meadow Lake,US,34.8014,-106.5436,69.67,55,98,1.7,overcast clouds
429,Riyadh,SA,24.6877,46.7219,100.54,37,86,9.04,overcast clouds
430,Buala,SB,-8.145,159.5921,80.64,78,35,5.17,scattered clouds
431,Kaeo,NZ,-35.1,173.7833,44.33,87,6,4.23,clear sky
432,Avera,US,33.194,-82.5271,75.25,88,96,4.03,overcast clouds
433,Norsup,VU,-16.0667,167.3833,78.13,81,100,4.88,overcast clouds
434,Rocha,UY,-34.4833,-54.3333,46.51,87,88,3.6,overcast clouds
435,Melilla,ES,35.2937,-2.9383,82.78,83,75,6.91,broken clouds
436,Opuwo,NA,-18.0607,13.84,69.26,22,17,6.73,few clouds
437,Huarmey,PE,-10.0681,-78.1522,61.2,88,36,5.84,scattered clouds
438,Uzhur,RU,55.3036,89.8339,75.45,65,22,6.58,light rain
439,Marstal,DK,54.8562,10.5173,67.91,74,93,6.17,overcast clouds
440,Indramayu,ID,-6.3264,108.32,82.45,70,12,9.62,few clouds
441,Vernon,CA,50.2581,-119.2691,72.93,49,0,6.91,clear sky
442,Bermejillo,MX,25.8833,-103.6167,77.34,39,95,10.74,overcast clouds
443,Portland,US,45.5234,-122.6762,77.2,62,3,2.04,clear sky
444,Antofagasta,CL,-23.65,-70.4,56.48,81,17,6.22,few clouds
445,Emba,KZ,48.8264,58.1442,80.96,38,46,13.8,scattered clouds
446,Shostka,UA,51.863,33.4698,75.58,52,55,6.69,broken clouds
447,Edd,ER,13.9297,41.6925,89.29,66,100,15.88,overcast clouds
448,Filingue,NE,14.3521,3.3168,89.98,48,67,12.75,broken clouds
449,Sabha,LY,27.0377,14.4283,93.22,21,99,10.89,overcast clouds
450,Henties Bay,NA,-22.116,14.2845,56.37,73,51,5.88,broken clouds
451,Sicamous,CA,50.8331,-118.9856,67.17,52,1,3.11,clear sky
452,Inta,RU,66.0317,60.1659,73.53,46,88,12.06,overcast clouds
453,Korla,CN,41.7597,86.1469,92.16,21,100,12.15,overcast clouds
454,Amapa,BR,1.0,-52.0,69.4,99,82,0.81,broken clouds
455,Tosya,TR,41.0155,34.0401,82.92,28,0,3.62,clear sky
456,Conceicao Do Araguaia,BR,-8.2578,-49.2647,67.86,52,0,2.55,clear sky
457,Znamenskoye,RU,57.1281,73.8282,80.83,48,59,10.56,broken clouds
458,Kalengwa,ZM,-13.4659,25.0027,79.21,22,0,4.18,clear sky
459,Kimamba,TZ,-6.7833,37.1333,84.22,43,66,3.85,broken clouds
460,Liberal,US,37.0431,-100.921,70.84,75,99,10.65,overcast clouds
461,Moog,PH,8.6011,124.4658,77.32,82,100,2.48,overcast clouds
462,Paraiso,CR,9.8383,-83.8656,67.06,97,97,4.12,overcast clouds
463,Yabelo,ET,4.8833,38.0833,67.42,54,97,4.45,overcast clouds
464,Solon,US,41.3898,-81.4412,64.72,87,0,0.0,clear sky
465,Kjopsvik,NO,68.097,16.3742,64.27,49,11,0.76,few clouds
466,Ust-Koksa,RU,50.2696,85.6108,74.79,42,100,5.61,overcast clouds
467,Saldanha,ZA,-33.0117,17.9442,53.65,64,0,11.81,clear sky
468,Evensk,RU,61.95,159.2333,54.01,83,84,9.53,broken clouds
469,Kamaishi,JP,39.2667,141.8833,79.65,80,35,1.66,scattered clouds
470,Florence,IT,43.7667,11.25,93.78,40,0,3.44,clear sky
471,Morgan City,US,29.6994,-91.2068,75.99,90,8,2.86,clear sky
472,Bandarban,BD,22.1965,92.2262,91.11,79,98,0.56,overcast clouds
473,Mogadishu,SO,2.0371,45.3438,82.27,69,20,16.11,few clouds
474,Lagunas,PE,-5.2269,-75.6753,70.65,95,62,1.41,broken clouds
475,Esperance,AU,-33.8667,121.9,56.46,63,6,11.16,clear sky
476,Placido De Castro,BR,-10.3353,-67.1856,66.07,73,25,2.33,scattered clouds
477,Vardo,NO,70.3705,31.1107,51.78,100,100,6.91,fog
478,Orbe,CH,46.725,6.5307,81.07,43,2,2.82,clear sky
479,Songkhla,TH,6.8333,100.6667,93.25,66,96,7.07,overcast clouds
480,Flinders,AU,-34.5833,150.8552,58.37,68,100,7.0,light rain
481,Ulaangom,MN,49.9811,92.0667,80.56,35,21,7.72,few clouds
482,Nanfeng,CN,23.7434,111.7959,96.04,41,36,2.42,scattered clouds
483,Bulawayo,ZW,-20.15,28.5833,74.5,17,2,4.09,clear sky
484,Roverud,NO,60.2521,12.055,67.42,50,15,9.55,few clouds
485,Victoria,HK,22.2855,114.1577,93.38,71,10,13.0,clear sky
486,Benguela,AO,-12.5763,13.4055,72.12,67,26,5.19,scattered clouds
487,Dholka,IN,22.7167,72.4667,89.98,43,60,14.54,broken clouds
488,Rawson,AR,-43.3002,-65.1023,41.22,64,19,5.55,few clouds
489,Riverton,US,40.5219,-111.9391,77.2,47,0,8.05,clear sky
490,Champerico,GT,14.3,-91.9167,78.98,83,73,6.64,broken clouds
491,Soubre,CI,5.7856,-6.6083,76.75,72,100,3.09,overcast clouds
492,Zhigansk,RU,66.7697,123.3711,74.66,50,50,12.21,scattered clouds
493,Barcelos,PT,41.5388,-8.6151,89.92,33,0,1.28,clear sky
494,Agirish,RU,61.9247,63.0231,73.67,46,100,8.19,overcast clouds
495,Ambunti,PG,-4.2365,142.8448,79.92,75,25,3.13,scattered clouds
496,Cluses,FR,46.0625,6.575,80.53,45,0,4.7,clear sky
497,Brigantine,US,39.4101,-74.3646,75.0,86,30,5.3,scattered clouds
498,Dudinka,RU,69.4058,86.1778,56.66,50,84,23.26,broken clouds
499,Kisangani,CD,0.5167,25.2,80.13,78,65,1.32,moderate rain
500,Sibu,MY,2.3,111.8167,86.31,70,20,2.3,few clouds
501,Tual,ID,-5.6667,132.75,79.39,87,65,17.05,broken clouds
502,Port Hedland,AU,-20.3167,118.5667,77.05,44,13,13.8,few clouds
503,Hohhot,CN,40.8106,111.6522,89.67,29,6,6.67,clear sky
504,Sitka,US,57.0531,-135.33,58.89,88,100,9.22,mist
505,Kutum,SD,14.2,24.6667,78.73,53,100,14.12,overcast clouds
506,Dillon,US,34.4166,-79.3712,77.25,92,100,2.1,overcast clouds
507,Santa Maria,BR,-29.6842,-53.8069,45.97,92,34,2.93,scattered clouds
508,Florianopolis,BR,-27.6146,-48.5012,52.41,100,0,3.22,clear sky
509,Adre,TD,13.4667,22.2,75.43,73,100,2.59,overcast clouds
510,Belaya Gora,RU,68.5333,146.4167,73.4,41,34,4.18,scattered clouds
511,Sioux Lookout,CA,50.1001,-91.917,58.71,87,99,3.02,overcast clouds
512,Axim,GH,4.8699,-2.2405,77.31,72,100,9.8,overcast clouds
513,Salinas,US,36.6777,-121.6555,63.01,82,69,1.77,broken clouds
514,Cabedelo,BR,-6.9811,-34.8339,75.06,88,98,8.7,overcast clouds
515,Bandar-E Anzali,IR,37.4727,49.4622,89.71,59,14,9.33,few clouds
516,Umm Lajj,SA,25.0213,37.2685,90.09,58,17,13.51,few clouds
517,Yarada,IN,17.65,83.2667,93.52,62,40,8.05,scattered clouds
518,Jishou,CN,28.3167,109.7167,92.61,50,15,3.11,few clouds
519,Kashi,CN,39.4547,75.9797,90.84,18,45,7.72,scattered clouds
520,Paracuru,BR,-3.41,-39.0306,75.11,91,75,8.9,broken clouds
521,Milford,US,41.2223,-73.0565,68.45,82,0,1.01,clear sky
522,Visnes,NO,59.3556,5.2242,58.21,88,75,11.5,light rain
523,Okhotsk,RU,59.3833,143.3,58.46,90,100,10.78,overcast clouds
524,Bouza,NE,14.4229,6.0428,77.59,71,93,9.08,light rain
525,Vysokogornyy,RU,50.1167,139.15,69.66,80,69,5.1,broken clouds
526,Vanimo,PG,-2.6741,141.3028,80.26,82,11,7.11,few clouds
527,Eyl,SO,7.9803,49.8164,89.71,44,80,26.33,broken clouds
528,Greenville,US,35.6127,-77.3663,77.16,96,75,0.0,broken clouds
529,Isiro,CD,2.7739,27.616,71.89,78,100,1.63,overcast clouds
530,Juneau,US,58.3019,-134.4197,62.83,98,100,8.05,overcast clouds
531,Vila Velha,BR,-20.3297,-40.2925,69.75,64,100,5.75,overcast clouds
532,Cumra,TR,37.5732,32.7745,89.04,17,0,4.0,clear sky
533,Liwale,TZ,-9.7667,37.9333,85.01,38,9,4.0,clear sky
534,Mayo,US,38.8876,-76.5119,73.58,87,100,5.99,overcast clouds
535,Isla Vista,US,34.4133,-119.861,68.83,75,0,4.61,clear sky
536,Bhola,BD,22.6833,90.65,90.39,63,100,12.01,overcast clouds
537,Northport,US,33.229,-87.5772,75.25,98,88,3.24,overcast clouds
538,Quelimane,MZ,-17.8786,36.8883,79.2,59,1,2.33,clear sky
539,Vilkija,LT,55.05,23.5833,64.33,94,100,11.21,overcast clouds
540,Vaitape,PF,-16.5167,-151.75,79.11,70,9,23.91,clear sky
541,General Bravo,MX,25.8,-99.1667,79.14,77,100,13.67,overcast clouds
542,Itapirapua,BR,-15.8233,-50.6133,65.57,49,6,3.78,clear sky
543,Russell,US,32.3502,-85.1999,72.97,100,0,0.0,clear sky
544,Saint-Pierre,RE,-21.3393,55.4781,78.48,54,20,5.75,few clouds
545,Mumford,GH,5.2618,-0.759,75.67,78,100,10.27,overcast clouds
546,Macia,MZ,-25.0269,33.0989,78.17,30,0,4.61,clear sky
547,Lixourion,GR,38.2019,20.4314,89.6,70,0,4.61,clear sky
548,Moyale,KE,3.5167,39.0584,75.67,48,58,16.62,broken clouds
549,Buhe,CN,30.2876,112.2298,90.5,58,5,3.33,clear sky
550,Buraydah,SA,26.326,43.975,104.27,21,91,9.31,overcast clouds
551,Takoradi,GH,4.8845,-1.7554,76.86,73,100,8.81,overcast clouds
552,Bathsheba,BB,13.2167,-59.5167,75.81,93,75,16.11,broken clouds
553,San Andres,CO,12.5847,-81.7006,82.22,82,93,20.15,overcast clouds
554,Paita,PE,-5.0892,-81.1144,61.43,89,25,9.19,scattered clouds
555,Huntsville,US,34.7304,-86.5861,76.33,95,100,8.99,overcast clouds
556,Trairi,BR,-3.2778,-39.2689,74.93,92,81,7.63,broken clouds
557,Gat,IL,31.61,34.7642,89.78,30,2,10.2,clear sky
558,Pedernales,DO,18.0384,-71.744,81.09,70,17,3.38,few clouds
559,Kropotkin,RU,45.4375,40.5756,97.83,21,21,9.4,few clouds
560,Harbour Breton,CA,47.4833,-55.7983,61.47,95,72,12.26,broken clouds
561,Tornio,FI,65.8481,24.1466,55.42,81,100,7.34,overcast clouds
562,La Mira,MX,18.035,-102.3266,75.78,85,95,4.5,overcast clouds
563,Medvezhyegorsk,RU,62.9167,34.4667,54.73,90,100,6.13,overcast clouds
564,Miri,MY,4.4148,114.0089,81.18,80,100,9.73,overcast clouds
565,Chajul,GT,15.4853,-91.0342,53.26,98,89,1.68,overcast clouds
566,Semnan,IR,35.5729,53.3971,91.29,16,0,5.77,clear sky
567,Altamira,BR,-3.2033,-52.2064,71.01,99,85,2.75,overcast clouds
568,Kuchinarai,TH,16.541,104.05,89.78,61,100,5.86,overcast clouds
569,Ribeira Brava,PT,32.65,-17.0667,76.71,73,7,1.12,clear sky
570,Kahului,US,20.8947,-156.47,78.84,88,99,4.0,overcast clouds
571,Saint-Francois,FR,46.4154,3.9054,79.68,50,0,4.61,clear sky
572,Bara,NG,10.3744,10.7288,77.95,76,96,10.67,overcast clouds
573,Cap Malheureux,MU,-19.9842,57.6142,74.46,66,60,11.99,broken clouds
574,Talavera De La Reina,ES,39.9635,-4.8308,87.1,43,0,9.69,clear sky
575,Kemi,FI,65.8596,24.8228,55.17,82,100,5.75,overcast clouds
576,Stornoway,GB,58.2093,-6.3865,59.04,72,75,6.91,broken clouds
577,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,52.18,94,100,10.36,light rain
578,Pandavapura,IN,12.5006,76.6733,86.27,48,53,3.33,broken clouds
579,Morant Bay,JM,17.8815,-76.4093,79.72,79,30,6.91,scattered clouds
580,Bitung,ID,1.4451,125.1824,86.85,79,100,2.51,overcast clouds
581,Tartagal,AR,-22.5164,-63.8013,51.1,62,2,3.71,clear sky
582,Boralday,KZ,43.3578,76.8594,85.86,23,75,11.18,broken clouds
583,Ciudad Bolivar,VE,8.1222,-63.5497,74.77,91,83,7.11,broken clouds
584,Port Maria,JM,18.3685,-76.8895,80.06,97,48,10.31,scattered clouds
585,Quatre Cocos,MU,-20.2078,57.7625,75.31,69,60,18.7,light rain
586,Tocopilla,CL,-22.092,-70.1979,59.18,74,20,6.96,few clouds
587,Portobelo,PA,9.55,-79.65,78.12,87,100,12.57,overcast clouds
588,Bambanglipuro,ID,-7.95,110.2833,78.8,76,73,12.68,broken clouds
589,Zverinogolovskoye,RU,54.4586,64.8542,79.29,46,15,11.21,few clouds
590,Sarankhola,BD,22.3082,89.7897,89.8,64,99,9.13,overcast clouds
591,Kalulushi,ZM,-12.8378,28.0919,77.05,25,0,4.12,clear sky
592,Wanxian,CN,30.8039,108.3897,96.28,50,0,0.69,clear sky
593,Deputatskiy,RU,69.3,139.9,70.63,53,78,5.53,broken clouds
594,Bilma,NE,18.6853,12.9164,95.13,31,54,8.7,broken clouds
595,Ahar,IR,38.4774,47.0699,84.33,37,8,8.12,clear sky
596,Kharp,RU,66.8014,65.8081,67.03,41,12,6.73,few clouds
597,Lafia,NG,8.4833,8.5167,74.71,92,100,4.45,light rain
598,Lorengau,PG,-2.0226,147.2712,81.95,75,63,7.74,broken clouds
599,Lat Yao,TH,15.751,99.7893,92.25,55,100,6.24,overcast clouds
600,Tommot,RU,58.9564,126.2925,84.65,48,86,6.2,overcast clouds
601,Asyut,EG,27.181,31.1837,97.23,16,3,15.1,clear sky
602,Kamogawa,JP,35.1,140.1,86.13,81,2,12.53,clear sky
603,Varhaug,NO,58.6147,5.6457,57.69,91,100,1.61,overcast clouds
604,Anadyr,RU,64.75,177.4833,55.0,62,100,6.76,overcast clouds
605,Gizo,SB,-8.103,156.8419,82.98,73,56,13.56,broken clouds
606,Aksarka,RU,66.5606,67.7975,65.98,44,9,8.95,clear sky
607,Cilegon,ID,-6.0174,106.0538,84.65,65,5,11.21,clear sky
608,Byron Bay,AU,-28.65,153.6167,58.96,73,96,9.64,light rain
609,Itarema,BR,-2.9248,-39.9167,74.86,91,34,9.8,scattered clouds
610,Wanning,CN,18.8003,110.3967,85.89,75,53,7.18,broken clouds
611,Itamarandiba,BR,-17.8572,-42.8589,56.53,98,25,3.11,scattered clouds
612,Ler,SS,8.3018,30.1418,73.26,88,100,2.44,light rain
613,Sungaipenuh,ID,-2.0833,101.3833,75.2,73,71,3.49,broken clouds
614,Santa Lucia,ES,27.9117,-15.5407,67.32,73,20,25.32,few clouds
615,Acarau,BR,-2.8856,-40.12,75.15,90,38,10.27,scattered clouds
616,Asfi,MA,32.2994,-9.2372,81.73,52,0,14.83,clear sky
617,Ust-Omchug,RU,61.15,149.6333,52.25,84,100,6.93,overcast clouds
618,Chumikan,RU,54.7183,135.315,58.82,90,58,7.07,broken clouds
619,Carlsbad,US,33.1581,-117.3506,73.76,89,75,3.44,broken clouds
620,Lae,PG,-6.7221,146.9847,78.91,82,49,5.35,scattered clouds
621,Erzin,TR,36.9559,36.2,90.57,48,3,8.14,clear sky
622,Amalapuram,IN,16.5833,82.0167,91.54,56,100,6.71,overcast clouds
623,Carutapera,BR,-1.195,-46.02,75.29,94,21,4.99,few clouds
624,Pitimbu,BR,-7.4706,-34.8086,73.99,87,69,8.5,broken clouds
625,La Plata,AR,-34.9215,-57.9545,54.95,83,100,4.65,overcast clouds
626,Ugra,RU,54.7777,34.3267,74.21,39,86,1.83,overcast clouds
627,Tessalit,ML,20.1986,1.0114,94.89,27,27,15.79,scattered clouds
628,Shimoda,JP,34.6667,138.95,86.11,82,12,12.28,few clouds
629,Arcata,US,40.8665,-124.0828,61.66,91,94,1.3,overcast clouds
630,Teguldet,RU,57.3064,88.1667,79.29,57,60,6.93,light rain
631,Lakes Entrance,AU,-37.8811,147.981,54.16,63,100,10.45,overcast clouds
632,Nevesinje,BA,43.2586,18.1133,77.86,34,0,10.83,clear sky
633,Amahai,ID,-3.3333,128.9167,78.84,89,100,6.87,overcast clouds
634,Tongren,CN,27.7172,109.1853,85.53,71,69,3.11,broken clouds
635,Skibbereen,IE,51.55,-9.2667,61.11,74,79,6.69,broken clouds
636,Maceio,BR,-9.6658,-35.7353,74.64,94,40,1.14,scattered clouds
637,Mehamn,NO,71.0357,27.8492,53.55,94,100,5.75,overcast clouds
638,Bubaque,GW,11.2833,-15.8333,79.0,80,86,14.09,light rain
639,Aleksandrow Kujawski,PL,52.8766,18.6935,62.47,97,100,11.25,light rain
640,Koungou,YT,-12.7336,45.2042,80.31,69,0,5.75,clear sky
641,Antsohihy,MG,-14.8796,47.9875,90.64,28,0,5.06,clear sky
642,Ulladulla,AU,-35.35,150.4667,55.65,77,100,7.56,light rain
643,Mateare,NI,12.2351,-86.4281,77.9,78,99,5.68,overcast clouds
644,Makariv,UA,50.4641,29.8113,81.18,31,99,13.73,overcast clouds
645,Gigmoto,PH,13.7796,124.39,84.56,76,99,9.46,overcast clouds
646,Harrismith,ZA,-28.2728,29.1295,60.51,22,67,8.59,broken clouds
647,Samarai,PG,-10.6167,150.6667,79.75,84,24,12.82,few clouds
648,Beyneu,KZ,45.3167,55.2,92.97,22,1,2.15,clear sky
649,Leczna,PL,51.3012,22.8814,70.95,88,100,8.05,overcast clouds
650,Sao Pedro Do Sul,BR,-29.6206,-54.1789,45.37,91,41,3.2,scattered clouds
651,Birao,CF,10.2849,22.7882,80.65,72,100,7.61,light rain
652,Harper,LR,4.375,-7.7169,77.14,75,99,6.53,overcast clouds
653,Toamasina,MG,-18.1667,49.3833,70.38,83,91,1.39,light rain
654,San Jose,US,37.3394,-121.895,65.79,83,100,4.61,overcast clouds
655,Villa Carlos Paz,AR,-31.4241,-64.4978,52.45,43,0,3.76,clear sky
656,Abu Samrah,SY,35.3029,37.1841,94.62,16,0,8.46,clear sky
657,Elban,RU,50.1018,136.5094,77.38,74,24,3.98,few clouds
658,Sladkovo,RU,55.5284,70.3385,76.75,53,30,10.31,light rain
659,Fuxin,CN,42.0156,121.6589,84.31,71,17,8.59,few clouds
660,Kulhudhuffushi,MV,6.6221,73.07,77.43,87,100,20.33,moderate rain
661,Uruguaiana,BR,-29.7547,-57.0883,48.13,93,0,5.75,clear sky
662,Manyana,BW,-23.4,21.7167,67.33,20,94,10.51,overcast clouds
663,Narwar,IN,25.65,77.9,92.8,45,100,12.62,overcast clouds
664,Sorland,NO,67.667,12.6934,60.66,85,91,8.72,overcast clouds
665,Hay River,CA,60.8156,-115.7999,48.24,93,70,1.68,broken clouds
666,Mikkeli,FI,61.6886,27.2723,64.51,55,20,9.22,few clouds
667,Kitimat,CA,54.0524,-128.6534,69.91,35,38,1.99,scattered clouds
668,Jaguaribe,BR,-5.8906,-38.6219,71.83,91,76,2.73,broken clouds
669,Mabaruma,GY,8.2,-59.7833,72.34,99,96,2.66,overcast clouds
670,Aleksandrov Gay,RU,50.147,48.5704,88.32,27,98,5.3,overcast clouds
671,Megion,RU,61.0296,76.1136,66.22,37,100,16.62,overcast clouds
672,Batagay,RU,67.6333,134.6333,80.89,52,99,3.91,overcast clouds
673,Mareeba,AU,-17.0,145.4333,68.72,83,48,4.09,scattered clouds
674,Vostok,RU,46.4856,135.8833,75.49,81,67,1.88,broken clouds
675,Torit,SS,4.4133,32.5678,75.22,81,92,3.85,light rain
676,Guilin,CN,25.2819,110.2864,94.26,45,27,5.46,scattered clouds
677,Malyye Derbety,RU,47.9547,44.6808,90.46,32,98,5.99,overcast clouds
678,Sinegorye,RU,62.0788,150.477,56.23,76,100,5.82,overcast clouds
679,Novosineglazovskiy,RU,55.0401,61.3792,80.31,50,72,10.83,broken clouds
680,Sept-Iles,CA,50.2001,-66.3821,61.05,84,36,3.0,scattered clouds
681,Dhidhdhoo,MV,6.8833,73.1,77.23,88,100,19.93,moderate rain
682,Nadym,RU,65.5333,72.5167,65.35,40,3,18.12,clear sky
683,Pitea,SE,65.3172,21.4794,57.29,59,100,2.08,overcast clouds
684,Krasnogorsk,RU,55.8225,37.3181,73.06,43,0,4.47,clear sky
685,Arlit,NE,18.7369,7.3853,94.17,30,42,17.02,scattered clouds
686,Umba,RU,66.6871,34.3429,52.65,96,100,14.9,overcast clouds
687,Timizart,DZ,36.8,4.2667,93.69,35,3,4.47,clear sky
688,Puerto Colombia,CO,10.9878,-74.9547,82.49,82,53,21.36,broken clouds
689,Amarillo,US,35.222,-101.8313,75.25,81,0,9.22,clear sky
690,Kousseri,CM,12.0769,15.0306,83.59,57,30,9.55,scattered clouds
691,Mount Gambier,AU,-37.8333,140.7667,48.31,92,79,9.98,light rain
692,Soyo,AO,-6.1349,12.3689,73.71,77,100,9.71,overcast clouds
693,Itapetinga,BR,-15.2489,-40.2478,67.8,90,100,1.03,overcast clouds
694,Alta Floresta,BR,-9.8756,-56.0861,64.47,48,4,2.98,clear sky
695,Nabire,ID,-3.3667,135.4833,79.47,83,99,0.78,overcast clouds
696,Manaira,BR,-7.7061,-38.1544,65.79,95,95,2.44,overcast clouds
697,Kabin Buri,TH,13.9511,101.7177,85.89,77,100,4.38,moderate rain
