City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Villanueva De La Serena,ES,2022-03-31 20:25:52,38.9766,-5.7974,50.41,77,11,12.1
294,Plettenberg Bay,ZA,2022-03-31 20:25:53,-34.0527,23.3716,63.07,82,100,1.32
295,Pareora,NZ,2022-03-31 20:25:53,-44.4871,171.2132,52.18,97,100,11.63
296,Buala,SB,2022-03-31 20:25:54,-8.145,159.5921,79.68,86,98,5.61
297,Suluq,LY,2022-03-31 20:25:54,31.6682,20.2521,78.53,11,85,17.67
298,Jizan,SA,2022-03-31 20:25:55,17.3333,42.6667,81.54,48,0,2.06
299,Baikunthpur,IN,2022-03-31 20:25:55,23.25,82.55,76.23,15,2,0.87
300,Basco,PH,2022-03-31 20:25:56,20.4487,121.9702,78.55,81,33,22.35
301,Tasiilaq,GL,2022-03-31 20:25:56,65.6145,-37.6368,35.76,98,100,5.84
302,Corn Island,NI,2022-03-31 20:25:57,12.1694,-83.0418,80.8,78,99,14.79
303,Pisco,PE,2022-03-31 20:25:57,-13.7,-76.2167,73.45,64,0,16.11
304,Houston,US,2022-03-31 20:23:25,29.7633,-95.3633,78.15,27,0,5.75
305,Anadyr,RU,2022-03-31 20:25:58,64.75,177.4833,9.1,84,40,20.13
306,Dunda,TZ,2022-03-31 20:25:59,-8.1167,34.25,63.66,97,94,4.21
307,Kaeo,NZ,2022-03-31 20:25:59,-35.1,173.7833,62.33,97,92,2.37
308,Talnakh,RU,2022-03-31 20:25:59,69.4865,88.3972,20.21,94,100,3.18
309,Priyutnoye,RU,2022-03-31 20:26:00,46.1011,43.5072,53.92,56,19,9.24
310,Kenora,CA,2022-03-31 20:21:41,49.8167,-94.4337,34.77,44,20,8.99
311,Kavieng,PG,2022-03-31 20:26:01,-2.5744,150.7967,82.0,77,100,13.02
312,Turbat,PK,2022-03-31 20:26:02,26.0023,63.044,81.57,7,0,5.21
313,Trairi,BR,2022-03-31 20:26:02,-3.2778,-39.2689,76.75,90,100,4.63
314,Gerash,IR,2022-03-31 20:26:03,27.6652,54.1371,66.34,16,6,7.23
315,Leningradskiy,RU,2022-03-31 20:26:04,69.3833,178.4167,-3.66,94,99,0.36
316,Constitucion,CL,2022-03-31 20:26:04,-35.3333,-72.4167,65.89,48,0,16.98
317,Grindavik,IS,2022-03-31 20:26:05,63.8424,-22.4338,40.95,81,75,6.91
318,Katsuura,JP,2022-03-31 20:26:05,35.1333,140.3,44.01,94,100,29.66
319,Venado Tuerto,AR,2022-03-31 20:26:06,-33.7456,-61.9688,68.77,23,29,4.94
320,Avera,US,2022-03-31 20:26:06,33.194,-82.5271,75.54,59,87,14.56
321,Zhigansk,RU,2022-03-31 20:26:07,66.7697,123.3711,8.89,94,99,16.8
322,Caconda,AO,2022-03-31 20:27:08,-13.7333,15.0667,62.17,97,100,2.71
323,Aswan,EG,2022-03-31 20:27:09,24.0934,32.907,83.5,10,0,9.22
324,Mehamn,NO,2022-03-31 20:27:09,71.0357,27.8492,26.51,80,40,11.5
325,Huarmey,PE,2022-03-31 20:27:10,-10.0681,-78.1522,75.15,73,100,11.92
326,Kushmurun,KZ,2022-03-31 20:27:10,52.4503,64.6311,29.53,85,82,11.81
327,Ishigaki,JP,2022-03-31 20:27:11,24.3448,124.1572,68.13,94,100,20.71
328,Haines Junction,CA,2022-03-31 20:27:12,60.7522,-137.5108,37.35,48,98,5.75
329,Nemuro,JP,2022-03-31 20:27:12,43.3236,145.575,29.71,84,100,11.43
330,Pilar,BR,2022-03-31 20:27:13,-9.5972,-35.9567,76.93,80,100,5.21
331,Stillwater,US,2022-03-31 20:27:13,36.1156,-97.0584,47.01,49,75,12.66
332,Teya,RU,2022-03-31 20:27:14,60.3778,92.6267,23.65,83,100,9.04
333,Mersing,MY,2022-03-31 20:27:14,2.4312,103.8405,73.31,94,83,5.75
334,Bathsheba,BB,2022-03-31 20:27:15,13.2167,-59.5167,81.21,65,20,18.41
335,Harrison,US,2022-03-31 20:27:15,30.4091,-89.0436,76.05,37,0,11.5
336,Kalabo,ZM,2022-03-31 20:27:16,-14.97,22.6814,68.16,87,43,5.64
337,Cidreira,BR,2022-03-31 20:27:17,-30.1811,-50.2056,64.42,58,87,10.02
338,Bulolo,PG,2022-03-31 20:27:18,-7.2,146.65,69.57,95,100,3.18
339,Havelock,US,2022-03-31 20:27:18,34.8791,-76.9013,73.4,84,100,27.63
340,Praya,CV,2022-03-31 20:27:19,14.9215,-23.5087,72.14,68,0,17.27
341,Lichinga,MZ,2022-03-31 20:27:19,-13.3128,35.2406,64.49,100,75,10.36
342,Maragogi,BR,2022-03-31 20:27:20,-9.0122,-35.2225,79.95,76,99,6.49
343,Wangqing,CN,2022-03-31 20:27:20,43.3218,129.7634,28.15,49,1,3.4
344,Barabinsk,RU,2022-03-31 20:27:21,55.3571,78.357,33.64,83,100,17.07
345,Sola,VU,2022-03-31 20:27:22,-13.8833,167.55,82.58,72,100,6.31
346,Green River,US,2022-03-31 20:27:22,41.5286,-109.4662,48.6,64,100,8.01
347,Krasnoye Selo,RU,2022-03-31 20:27:23,59.7383,30.0894,23.79,80,0,2.24
348,Birr,IE,2022-03-31 20:27:23,53.0914,-7.9133,39.58,78,43,7.76
349,Russell,US,2022-03-31 20:27:24,32.3502,-85.1999,75.06,54,75,14.97
350,Thunder Bay,CA,2022-03-31 20:26:07,48.4001,-89.3168,33.3,64,75,16.11
351,Shreveport,US,2022-03-31 20:22:45,32.5251,-93.7502,70.03,36,40,13.8
352,Algiers,DZ,2022-03-31 20:27:25,36.7525,3.042,57.02,77,40,9.22
353,Cockburn Town,TC,2022-03-31 20:27:26,21.4612,-71.1419,76.82,80,18,25.14
354,Lago Da Pedra,BR,2022-03-31 20:27:26,-4.3333,-45.1667,80.1,91,95,1.12
355,Flinders,AU,2022-03-31 20:26:55,-34.5833,150.8552,58.17,90,100,8.99
356,Tankara,IN,2022-03-31 20:27:27,22.6667,70.7333,79.23,51,0,9.55
357,Castelnaudary,FR,2022-03-31 20:27:28,43.3183,1.9545,49.95,86,97,17.49
358,Lubango,AO,2022-03-31 20:27:28,-14.9172,13.4925,63.12,86,87,1.95
359,Kokopo,PG,2022-03-31 20:27:29,-4.352,152.2633,77.05,85,79,5.44
360,Krasnoselkup,RU,2022-03-31 20:27:29,65.7,82.4667,15.67,91,100,18.81
361,Kununurra,AU,2022-03-31 20:27:30,-15.7667,128.7333,69.78,88,98,0.0
362,Maputo,MZ,2022-03-31 20:27:30,-25.9653,32.5892,78.22,84,20,3.0
363,Port Hedland,AU,2022-03-31 20:27:31,-20.3167,118.5667,78.85,89,46,5.75
364,Zaqatala,AZ,2022-03-31 20:27:32,41.6336,46.6433,54.07,47,0,11.5
365,Westport,US,2022-03-31 20:27:32,41.1415,-73.3579,63.55,89,75,27.0
366,Husavik,IS,2022-03-31 20:28:33,66.0449,-17.3389,32.85,97,100,2.75
367,Ratnagiri,IN,2022-03-31 20:28:33,16.9833,73.3,78.06,78,0,6.29
368,Phuket,TH,2022-03-31 20:28:34,8.0,98.25,87.13,85,20,0.0
369,San Carlos De Bariloche,AR,2022-03-31 20:27:41,-41.1456,-71.3082,65.95,14,0,5.75
370,Okakarara,NA,2022-03-31 20:28:35,-20.5833,17.4333,68.67,73,17,5.01
371,Canutama,BR,2022-03-31 20:28:35,-6.5339,-64.3831,82.36,76,95,2.82
372,Talara,PE,2022-03-31 20:28:35,-4.5772,-81.2719,86.76,54,0,12.66
373,Popondetta,PG,2022-03-31 20:28:36,-8.7537,148.2534,73.62,95,100,2.06
374,General Roca,AR,2022-03-31 20:24:15,-39.0333,-67.5833,75.61,12,8,10.25
375,Ust-Ishim,RU,2022-03-31 20:28:37,57.6935,71.1665,26.89,98,100,3.49
376,Prince Albert,CA,2022-03-31 20:28:37,53.2001,-105.7677,37.35,70,75,14.97
377,Wajima,JP,2022-03-31 20:28:38,37.4,136.9,41.23,53,98,12.44
378,Morros,BR,2022-03-31 20:28:38,-9.4467,-46.3003,80.06,65,100,2.84
379,Fort Nelson,CA,2022-03-31 20:28:39,58.8053,-122.7002,26.19,59,75,5.75
380,Marzuq,YE,2022-03-31 20:28:39,14.4,46.4667,67.53,37,0,3.53
381,Hambantota,LK,2022-03-31 20:28:39,6.1241,81.1185,78.8,83,11,3.04
382,Dourados,BR,2022-03-31 20:24:35,-22.2211,-54.8056,56.21,94,100,13.11
383,Balkanabat,TM,2022-03-31 20:28:40,39.5108,54.3671,59.72,45,5,6.44
384,Kirovsk,UA,2022-03-31 20:28:41,48.6375,38.6428,49.23,66,97,16.71
385,Altar,MX,2022-03-31 20:28:41,30.7,-111.8167,79.97,15,0,7.23
386,Palana,RU,2022-03-31 20:28:42,59.1167,159.9667,10.31,88,98,7.76
387,Sinnamary,GF,2022-03-31 20:28:42,5.3833,-52.95,80.55,71,99,10.65
388,Telfs,AT,2022-03-31 20:28:43,47.3,11.0667,47.57,100,100,1.86
389,Pangody,RU,2022-03-31 20:28:43,65.85,74.4859,15.93,84,98,20.04
390,Filadelfia,US,2022-03-31 20:26:58,39.9523,-75.1638,71.28,76,100,23.02
391,Ola,RU,2022-03-31 20:28:44,59.5833,151.2833,-4.86,85,33,8.48
392,Alta Floresta,BR,2022-03-31 20:28:45,-9.8756,-56.0861,78.62,89,20,2.3
393,Guacimo,CR,2022-03-31 20:26:45,10.2104,-83.6807,90.07,49,74,9.04
394,Iskateley,RU,2022-03-31 20:28:45,67.6803,53.1512,15.08,94,99,11.77
395,Fortuna,US,2022-03-31 20:28:46,40.5982,-124.1573,55.92,64,20,21.85
396,Aklavik,CA,2022-03-31 20:28:46,68.2191,-135.0107,-11.2,58,20,6.91
397,Mosquera,CO,2022-03-31 20:26:37,4.7059,-74.2302,64.49,59,75,10.36
398,Bengkulu,ID,2022-03-31 20:28:47,-3.8004,102.2655,75.72,81,100,4.74
399,Bani Walid,LY,2022-03-31 20:28:48,31.7566,13.9942,75.43,21,0,15.59
400,Karpathos,GR,2022-03-31 20:28:48,35.507,27.2132,60.76,82,100,19.57
401,Altus,US,2022-03-31 20:28:48,34.6381,-99.334,68.99,22,0,12.66
402,Ngunguru,NZ,2022-03-31 20:28:49,-35.6167,174.5,63.99,83,100,5.08
403,Ust-Kuyga,RU,2022-03-31 20:28:49,70.0167,135.6,-20.07,100,100,5.06
404,Sol-Iletsk,RU,2022-03-31 20:28:50,51.1631,54.9918,38.01,85,64,8.48
405,Ferme-Neuve,CA,2022-03-31 20:28:50,46.7001,-75.4493,43.45,100,100,11.52
406,Juan Lacaze,UY,2022-03-31 20:28:51,-34.4342,-57.4381,62.11,45,7,5.26
407,Ramhormoz,IR,2022-03-31 20:28:51,31.28,49.6035,76.08,14,0,2.39
408,Pangkalanbuun,ID,2022-03-31 20:28:52,-2.6833,111.6167,74.39,97,5,2.35
409,Valparaiso,CL,2022-03-31 20:27:29,-33.0393,-71.6273,84.43,27,0,13.8
410,Viedma,AR,2022-03-31 20:28:53,-40.8135,-62.9967,72.37,14,3,15.7
411,Mayo,US,2022-03-31 20:28:53,38.8876,-76.5119,73.81,83,100,20.71
412,Maniitsoq,GL,2022-03-31 20:29:53,65.4167,-52.9,29.28,83,38,5.88
413,Catuday,PH,2022-03-31 20:29:54,16.2923,119.8062,79.65,74,14,9.04
414,Broome,US,2022-03-31 20:29:54,42.2506,-75.833,64.02,80,100,11.01
415,Te Anau,NZ,2022-03-31 20:29:55,-45.4167,167.7167,47.43,83,100,4.23
416,Portland,US,2022-03-31 20:27:48,45.5234,-122.6762,55.29,62,40,7.0
417,Panguna,PG,2022-03-31 20:29:55,-6.3164,155.4848,69.19,93,100,1.5
418,Guerrero Negro,MX,2022-03-31 20:29:56,27.9769,-114.0611,66.04,59,72,18.48
419,Mana,GF,2022-03-31 20:29:57,5.6592,-53.7767,80.19,72,81,9.62
420,Ochakiv,UA,2022-03-31 20:29:57,46.6128,31.5498,45.21,90,100,17.16
421,Solton,RU,2022-03-31 20:29:58,52.8429,86.4787,25.3,94,100,1.61
422,Sur,OM,2022-03-31 20:29:58,22.5667,59.5289,81.75,39,0,7.49
423,Merauke,ID,2022-03-31 20:25:07,-8.4667,140.3333,76.6,88,100,6.42
424,Bexhill,AU,2022-03-31 20:29:59,-28.7667,153.35,63.64,85,38,1.01
425,Batelov,CZ,2022-03-31 20:29:59,49.3143,15.3947,36.81,95,100,11.43
426,Deputatskiy,RU,2022-03-31 20:30:00,69.3,139.9,-21.35,100,45,4.41
427,Don Sak,TH,2022-03-31 20:30:01,9.3168,99.6918,81.14,81,100,6.91
428,Verenchanka,UA,2022-03-31 20:30:02,48.5465,25.7453,51.57,86,100,4.97
429,Tambovka,RU,2022-03-31 20:30:03,50.0969,128.0489,13.08,89,17,4.7
430,Labrea,BR,2022-03-31 20:30:05,-7.2586,-64.7981,80.53,83,72,1.39
431,Udayagiri,IN,2022-03-31 20:30:06,20.1333,84.3833,73.65,57,4,3.47
432,Donskoy,RU,2022-03-31 20:30:07,53.9711,38.3363,31.5,97,100,4.99
433,Cortland,US,2022-03-31 20:30:08,42.6001,-76.083,64.27,88,100,4.61
434,Zakupy,CZ,2022-03-31 20:30:09,50.6848,14.6452,38.53,88,100,5.95
435,Kwinana,AU,2022-03-31 20:30:11,-32.25,115.7667,75.24,100,85,9.35
436,Sao Joao Da Barra,BR,2022-03-31 20:30:12,-21.6403,-41.0511,82.49,80,1,7.81
437,Rocky Mountain House,CA,2022-03-31 20:30:13,52.3668,-114.9188,44.71,31,98,16.11
438,Hue,VN,2022-03-31 20:30:14,16.4667,107.6,75.31,94,75,16.11
439,Maraa,BR,2022-03-31 20:30:15,-1.8333,-65.3667,83.07,77,96,1.83
440,Progreso,MX,2022-03-31 20:30:16,21.2833,-89.6667,100.11,73,8,13.8
441,Pumiao,CN,2022-03-31 20:30:16,22.75,108.4833,64.8,74,100,10.47
442,San Cristobal,VE,2022-03-31 20:30:17,7.7669,-72.225,78.98,46,82,3.2
443,Itupiranga,BR,2022-03-31 20:30:17,-5.1347,-49.3267,84.52,89,88,2.15
444,Ust-Tarka,RU,2022-03-31 20:30:18,55.5672,75.705,34.56,85,100,15.73
445,Santa Isabel Do Rio Negro,BR,2022-03-31 20:30:20,-0.4139,-65.0192,86.74,57,72,4.79
446,Emerald,AU,2022-03-31 20:30:15,-23.5333,148.1667,68.14,73,0,5.75
447,Morro Bay,US,2022-03-31 20:30:22,35.3658,-120.8499,71.24,69,20,11.99
448,Lompoc,US,2022-03-31 20:30:24,34.6391,-120.4579,67.84,70,0,17.27
449,Bambanglipuro,ID,2022-03-31 20:30:24,-7.95,110.2833,76.69,84,75,4.59
450,Noumea,NC,2022-03-31 20:27:02,-22.2763,166.4572,82.0,99,6,2.33
451,San Rafael,AR,2022-03-31 20:30:25,-34.6177,-68.3301,69.01,13,0,13.96
452,Moron,AR,2022-03-31 20:30:26,-34.6534,-58.6198,68.02,34,92,2.84
453,Peniche,PT,2022-03-31 20:30:27,39.3558,-9.3811,56.28,80,7,20.29
454,Iqaluit,CA,2022-03-31 20:30:01,63.7506,-68.5145,28.13,92,100,12.66
455,Comodoro Rivadavia,AR,2022-03-31 20:30:00,-45.8667,-67.5,67.86,32,0,8.05
456,Torbay,CA,2022-03-31 20:29:21,47.6666,-52.7314,41.29,67,75,12.66
457,Halifax,CA,2022-03-31 20:30:19,44.6453,-63.5724,42.69,77,100,13.8
458,Margate,GB,2022-03-31 20:31:29,51.3813,1.3862,39.69,59,99,20.0
459,Dharchula,IN,2022-03-31 20:31:29,29.85,80.5333,60.98,29,0,7.99
460,Urengoy,RU,2022-03-31 20:31:30,65.9667,78.3667,16.65,85,100,19.46
461,Rabo De Peixe,PT,2022-03-31 20:31:30,37.8,-25.5833,62.11,82,40,6.91
462,Blackwater,AU,2022-03-31 20:31:31,-23.5833,148.8833,71.29,63,0,4.05
463,Ahuimanu,US,2022-03-31 20:31:31,21.4447,-157.8378,80.31,72,40,19.57
464,Ulfborg,DK,2022-03-31 20:31:32,56.2673,8.3217,31.89,65,70,8.37
465,Bay Roberts,CA,2022-03-31 20:31:03,47.5999,-53.2648,41.14,63,89,8.99
466,Djibo,BF,2022-03-31 20:31:33,14.1022,-1.6306,88.72,4,93,6.96
467,West Wendover,US,2022-03-31 20:31:33,40.7391,-114.0733,52.81,28,0,5.75
468,Grand Gaube,MU,2022-03-31 20:31:34,-20.0064,57.6608,79.38,76,97,7.0
469,Orcopampa,PE,2022-03-31 20:31:34,-15.2661,-72.3417,52.48,65,86,13.53
470,Chulman,RU,2022-03-31 20:31:35,56.8479,124.9104,6.78,98,98,2.75
471,Port Hardy,CA,2022-03-31 20:30:25,50.6996,-127.4199,46.58,76,75,8.05
472,Dunmore Town,BS,2022-03-31 20:31:36,25.5,-76.65,76.08,77,7,16.84
473,Port Blair,IN,2022-03-31 20:31:36,11.6667,92.75,77.04,100,20,2.3
474,Mizan Teferi,ET,2022-03-31 20:31:37,6.9833,35.5833,69.13,56,31,2.77
475,Boffa,GN,2022-03-31 20:31:37,10.1667,-14.0333,75.54,83,69,5.1
476,Saint Anthony,US,2022-03-31 20:30:20,45.0205,-93.218,35.82,60,100,16.11
477,Khani,GE,2022-03-31 20:31:38,41.9563,42.9566,45.97,85,18,9.84
478,Rio De Janeiro,BR,2022-03-31 20:31:29,-22.9028,-43.2075,80.6,75,100,14.97
479,Vao,NC,2022-03-31 20:31:39,-22.6667,167.4833,78.8,85,0,12.06
480,Lappeenranta,FI,2022-03-31 20:28:34,61.0587,28.1887,21.25,90,0,2.3
481,Monrovia,LR,2022-03-31 20:31:39,6.3005,-10.7969,82.17,86,40,8.32
482,Kirkwall,GB,2022-03-31 20:31:40,58.9848,-2.9587,35.65,93,40,9.22
483,Myanaung,MM,2022-03-31 20:31:40,18.2833,95.3167,77.92,69,52,1.63
484,Mount Isa,AU,2022-03-31 20:31:04,-20.7333,139.5,71.37,30,2,11.5
485,Marovoay,MG,2022-03-31 20:31:41,-16.1,46.6333,73.51,85,100,5.39
486,Tari,NG,2022-03-31 20:31:41,12.4086,4.4914,85.26,9,5,4.79
487,Qaqortoq,GL,2022-03-31 20:31:42,60.7167,-46.0333,36.77,80,100,4.18
488,New Braunfels,US,2022-03-31 20:31:43,29.703,-98.1245,82.26,30,0,5.75
489,Baranchinskiy,RU,2022-03-31 20:31:43,58.1617,59.6991,12.31,96,99,3.69
490,Saint-Joseph,RE,2022-03-31 20:31:44,-21.3667,55.6167,75.58,78,86,12.35
491,Zabaykalsk,RU,2022-03-31 20:31:44,49.6333,117.3167,23.09,40,59,5.79
492,Morondava,MG,2022-03-31 20:31:45,-20.2833,44.2833,78.94,65,0,10.13
493,Kalmunai,LK,2022-03-31 20:31:45,7.4167,81.8167,77.85,87,17,7.43
494,Meadow Lake,US,2022-03-31 20:30:19,34.8014,-106.5436,61.48,17,100,7.94
495,Sikonge,TZ,2022-03-31 20:31:46,-5.6333,32.7667,63.43,96,60,3.56
496,Thai Binh,VN,2022-03-31 20:31:47,20.45,106.3333,65.84,91,100,12.73
497,Agadir,MA,2022-03-31 20:31:47,30.4202,-9.5982,63.05,72,0,5.79
498,Ancud,CL,2022-03-31 20:31:47,-41.8697,-73.8203,59.23,69,100,4.25
499,Kaohsiung,TW,2022-03-31 20:31:47,22.6163,120.3133,69.75,85,75,6.91
500,Sao Bento Do Sul,BR,2022-03-31 20:31:48,-26.2503,-49.3786,52.23,96,100,3.47
501,Mapiripan,CO,2022-03-31 20:31:49,2.8892,-72.1256,84.42,65,100,4.05
502,Abha,SA,2022-03-31 20:31:49,18.2164,42.5053,62.85,13,0,9.22
503,Sioux Lookout,CA,2022-03-31 20:31:50,50.1001,-91.917,26.67,63,75,10.36
504,Aden,YE,2022-03-31 20:32:50,12.7794,45.0367,79.68,65,0,13.11
505,Lichuan,CN,2022-03-31 20:32:51,30.3,108.85,41.68,92,100,1.83
506,Homer,US,2022-03-31 20:32:52,59.6425,-151.5483,44.47,62,75,18.41
507,Rassvet,RU,2022-03-31 20:32:52,46.8333,40.75,51.21,56,77,1.57
508,Tambopata,PE,2022-03-31 20:32:52,-12.7333,-69.1833,66.09,82,100,10.36
509,Hofn,IS,2022-03-31 20:32:53,64.2539,-15.2082,38.64,63,100,4.41
510,Kirovskiy,RU,2022-03-31 20:32:53,45.0917,133.5136,27.3,69,16,8.63
511,Itarema,BR,2022-03-31 20:32:54,-2.9248,-39.9167,75.94,90,100,7.09
512,Havre,FR,2022-03-31 20:32:54,49.5833,0.3333,38.97,60,20,26.46
513,Price,US,2022-03-31 20:32:55,39.5994,-110.8107,54.12,35,100,5.75
514,Uray,RU,2022-03-31 20:32:55,60.1247,64.7758,9.01,92,12,5.95
515,Odweyne,SO,2022-03-31 20:32:56,9.4092,45.064,73.29,54,9,4.43
516,Fairbanks,US,2022-03-31 20:32:27,64.8378,-147.7164,24.24,30,0,14.97
517,Nizhniy Kuranakh,RU,2022-03-31 20:32:56,58.8353,125.4869,22.86,96,100,5.68
518,Kasongo,CD,2022-03-31 20:32:57,-4.45,26.6667,65.89,96,87,2.82
519,Katobu,ID,2022-03-31 20:32:57,-4.9408,122.5276,74.8,92,98,2.17
520,Galeana,MX,2022-03-31 20:32:45,24.8333,-100.0667,73.65,19,86,5.7
521,Mineral Wells,US,2022-03-31 20:32:58,32.8085,-98.1128,70.21,19,0,18.41
522,Hun,LY,2022-03-31 20:32:58,29.1268,15.9477,82.53,10,100,5.64
523,Praia,CV,2022-03-31 20:30:24,14.9215,-23.5087,72.14,68,0,17.27
524,Nouadhibou,MR,2022-03-31 20:32:59,20.931,-17.0347,64.85,79,0,23.8
525,Fare,PF,2022-03-31 20:33:00,-16.7,-151.0167,81.54,71,23,11.99
526,Kirakira,SB,2022-03-31 20:31:48,-10.4544,161.9205,81.41,82,100,0.18
527,Teguldet,RU,2022-03-31 20:33:00,57.3064,88.1667,33.13,98,100,11.7
528,Romodanovo,RU,2022-03-31 20:33:01,54.4275,45.3296,32.32,98,100,8.77
529,Xunchang,CN,2022-03-31 20:33:01,28.4543,104.715,51.19,94,100,1.81
530,Dolores,AR,2022-03-31 20:33:02,-36.3132,-57.6792,60.84,50,91,6.24
531,Banda Aceh,ID,2022-03-31 20:33:03,5.5577,95.3222,79.03,80,100,2.57
532,Acapulco,MX,2022-03-31 20:32:41,16.8634,-99.8901,82.22,57,0,5.75
533,Tsiroanomandidy,MG,2022-03-31 20:33:04,-18.7667,46.0333,66.13,83,97,3.47
534,Jieshi,CN,2022-03-31 20:33:04,22.8134,115.8257,70.95,83,99,29.33
535,Miyang,CN,2022-03-31 20:33:05,24.4042,103.4428,51.44,84,100,6.02
536,Aasiaat,GL,2022-03-31 20:33:05,68.7098,-52.8699,12.58,95,79,4.09
537,Nebug,RU,2022-03-31 20:33:06,44.1714,39.0036,56.25,56,28,12.86
538,Troitsko-Pechorsk,RU,2022-03-31 20:33:06,62.7084,56.1964,18.48,93,96,6.78
539,Bogovarovo,RU,2022-03-31 20:33:07,58.9785,47.0246,25.81,95,100,6.22
540,Pitea,SE,2022-03-31 20:33:08,65.3172,21.4794,21.29,93,31,5.12
541,Batemans Bay,AU,2022-03-31 20:33:08,-35.7167,150.1833,59.09,81,100,17.31
542,Tigil,RU,2022-03-31 20:33:09,57.8,158.6667,20.14,92,100,7.05
543,Liku,ID,2022-03-31 20:33:09,-0.7275,119.8922,74.23,86,92,2.89
544,Cibeureum,ID,2022-03-31 20:33:10,-7.3552,108.2693,70.05,95,100,3.09
545,Riyadh,SA,2022-03-31 20:32:41,24.6877,46.7219,77.14,14,0,6.93
546,Pueblo,US,2022-03-31 20:33:11,38.2545,-104.6091,66.96,18,0,5.75
547,Yunhe,CN,2022-03-31 20:33:11,34.0833,119.7167,41.99,78,100,6.49
548,Kysyl-Syr,RU,2022-03-31 20:33:12,63.8986,122.7617,18.57,97,100,3.6
549,Gravdal,NO,2022-03-31 20:33:12,68.1214,13.5031,17.49,73,20,5.75
550,Chase,CA,2022-03-31 20:34:13,50.8165,-119.6857,51.15,55,88,3.42
551,Kangaatsiaq,GL,2022-03-31 20:34:13,68.3065,-53.4641,11.35,95,73,3.74
552,Ialibu,PG,2022-03-31 20:34:14,-6.2821,143.9935,56.57,99,100,1.48
553,Maymyo,MM,2022-03-31 20:34:14,22.0333,96.4667,69.8,39,14,0.58
554,Taoudenni,ML,2022-03-31 20:29:27,22.6783,-3.9836,83.91,9,100,7.05
555,Sete,FR,2022-03-31 20:34:16,43.4018,3.6966,55.26,60,5,19.37
556,Atar,MR,2022-03-31 20:34:16,20.5169,-13.0499,78.64,16,0,9.69
557,Joensuu,FI,2022-03-31 20:34:17,62.6012,29.7632,12.69,81,75,2.3
558,Dehloran,IR,2022-03-31 20:34:17,32.6941,47.2679,75.99,24,0,4.94
559,Mwinilunga,ZM,2022-03-31 20:34:18,-11.7358,24.4293,61.84,99,47,3.74
560,Batie,BF,2022-03-31 20:34:18,9.8833,-2.9167,88.39,41,51,4.5
561,Derzhavinsk,KZ,2022-03-31 20:34:19,51.1,66.3167,26.06,92,100,7.02
562,Abu Kamal,SY,2022-03-31 20:34:19,34.4506,40.9171,66.97,27,4,8.97
563,Marienburg,PL,2022-03-31 20:34:20,54.0359,19.0266,35.11,58,100,10.76
