City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
528,Greenville,US,77.16,broken clouds,35.6127,-77.3663,"Holiday Inn Express Greenville, an IHG Hotel"
529,Isiro,CD,71.89,overcast clouds,2.7739,27.616,Guest House Hewa Bora
530,Juneau,US,62.83,overcast clouds,58.3019,-134.4197,"Baranof Downtown, BW Signature Collection"
531,Vila Velha,BR,69.75,overcast clouds,-20.3297,-40.2925,Hotel Vitória Palace
532,Cumra,TR,89.04,clear sky,37.5732,32.7745,Catalhoyuk Hotel
533,Liwale,TZ,85.01,clear sky,-9.7667,37.9333,Tumaini Tulivu Lodge
534,Mayo,US,73.58,overcast clouds,38.8876,-76.5119,Resorts Resource Group International
535,Isla Vista,US,68.83,clear sky,34.4133,-119.861,Best Western Plus South Coast Inn
537,Northport,US,75.25,overcast clouds,33.229,-87.5772,Hotel Capstone
538,Quelimane,MZ,79.2,clear sky,-17.8786,36.8883,Hotel Flamingo
539,Vilkija,LT,64.33,overcast clouds,55.05,23.5833,L. ir S. Sadauskų sodyba
540,Vaitape,PF,79.11,clear sky,-16.5167,-151.75,Conrad Bora Bora Nui
541,General Bravo,MX,79.14,overcast clouds,25.8,-99.1667,Hotel Don Joaquin
542,Itapirapua,BR,65.57,clear sky,-15.8233,-50.6133,Hotel Nossa Senhora Aparecida
543,Russell,US,72.97,clear sky,32.3502,-85.1999,Macs
544,Saint-Pierre,RE,78.48,few clouds,-21.3393,55.4781,Alize Plage
545,Mumford,GH,75.67,overcast clouds,5.2618,-0.759,Spanish Villa
546,Macia,MZ,78.17,clear sky,-25.0269,33.0989,Hotel Taskin Macia
547,Lixourion,GR,89.6,clear sky,38.2019,20.4314,Hotel Summery
548,Moyale,KE,75.67,broken clouds,3.5167,39.0584,La Tahzan Guest House
551,Takoradi,GH,76.86,overcast clouds,4.8845,-1.7554,Raybow International Hotel
552,Bathsheba,BB,75.81,broken clouds,13.2167,-59.5167,Atlantis Hotel
553,San Andres,CO,82.22,overcast clouds,12.5847,-81.7006,Hotel Arena Blanca
554,Paita,PE,61.43,scattered clouds,-5.0892,-81.1144,Hotel Náutico de Paita
555,Huntsville,US,76.33,overcast clouds,34.7304,-86.5861,Embassy Suites by Hilton Huntsville
556,Trairi,BR,74.93,broken clouds,-3.2778,-39.2689,janelas do mar
557,Gat,IL,89.78,clear sky,31.61,34.7642,OlusHome
558,Pedernales,DO,81.09,few clouds,18.0384,-71.744,Hotel Costa Marina
560,Harbour Breton,CA,61.47,broken clouds,47.4833,-55.7983,Southern Port Hotel
562,La Mira,MX,75.78,overcast clouds,18.035,-102.3266,Cabaña San Francisco
564,Miri,MY,81.18,overcast clouds,4.4148,114.0089,"Mega Hotel, Miri"
567,Altamira,BR,71.01,overcast clouds,-3.2033,-52.2064,Requinte Hotel
568,Kuchinarai,TH,89.78,overcast clouds,16.541,104.05,โรงแรมแสงชัย
569,Ribeira Brava,PT,76.71,clear sky,32.65,-17.0667,Hotel do Campo
570,Kahului,US,78.84,overcast clouds,20.8947,-156.47,Maui Seaside Hotel
571,Saint-Francois,FR,79.68,clear sky,46.4154,3.9054,Manoir Du Bonheur
573,Cap Malheureux,MU,74.46,broken clouds,-19.9842,57.6142,Pereybere Hotel & Spa
574,Talavera De La Reina,ES,87.1,clear sky,39.9635,-4.8308,Be Live City Center Talavera
578,Pandavapura,IN,86.27,broken clouds,12.5006,76.6733,Dhanalaskmi Plantain Mandi
579,Morant Bay,JM,79.72,scattered clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
580,Bitung,ID,86.85,overcast clouds,1.4451,125.1824,K2 Lembeh
582,Boralday,KZ,85.86,broken clouds,43.3578,76.8594,"Zhetysu, Too Zhetysu"
583,Ciudad Bolivar,VE,74.77,broken clouds,8.1222,-63.5497,Hotel Edi
584,Port Maria,JM,80.06,scattered clouds,18.3685,-76.8895,Galina Breeze Hotel
585,Quatre Cocos,MU,75.31,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
587,Portobelo,PA,78.12,overcast clouds,9.55,-79.65,Scuba Portobelo
588,Bambanglipuro,ID,78.8,broken clouds,-7.95,110.2833,Puri Brata
590,Sarankhola,BD,89.8,overcast clouds,22.3082,89.7897,Red Crescent Cyclone Shelter Rashulpur
591,Kalulushi,ZM,77.05,clear sky,-12.8378,28.0919,Nobutula Lodge
593,Deputatskiy,RU,70.63,broken clouds,69.3,139.9,Baza Otdykha
595,Ahar,IR,84.33,clear sky,38.4774,47.0699,هتل رضوی
596,Kharp,RU,67.03,few clouds,66.8014,65.8081,"Hotel ""Sob"""
597,Lafia,NG,74.71,light rain,8.4833,8.5167,Low Cost Housing Estate
598,Lorengau,PG,81.95,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
600,Tommot,RU,84.65,overcast clouds,58.9564,126.2925,Gostinitsa Tommot
602,Kamogawa,JP,86.13,clear sky,35.1,140.1,Kamogawa Grand Hotel
605,Gizo,SB,82.98,broken clouds,-8.103,156.8419,Imagination Island
607,Cilegon,ID,84.65,clear sky,-6.0174,106.0538,Forbis Hotel
609,Itarema,BR,74.86,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
610,Wanning,CN,85.89,broken clouds,18.8003,110.3967,Paradise Hotel
612,Ler,SS,73.26,light rain,8.3018,30.1418,Leer Humanitarian Hub
613,Sungaipenuh,ID,75.2,broken clouds,-2.0833,101.3833,Penginapan Citra Alam
614,Santa Lucia,ES,67.32,few clouds,27.9117,-15.5407,Las Tirajanas
615,Acarau,BR,75.15,scattered clouds,-2.8856,-40.12,castelo pizzaria
616,Asfi,MA,81.73,clear sky,32.2994,-9.2372,Hôtel Abda
619,Carlsbad,US,73.76,broken clouds,33.1581,-117.3506,Carlsbad Inn Beach Resort
620,Lae,PG,78.91,scattered clouds,-6.7221,146.9847,Phils Hotel
623,Carutapera,BR,75.29,few clouds,-1.195,-46.02,Lidera
624,Pitimbu,BR,73.99,broken clouds,-7.4706,-34.8086,Reserva do Abiaí
626,Ugra,RU,74.21,overcast clouds,54.7777,34.3267,Gostinichnyy Kompleks Vizit
628,Shimoda,JP,86.11,few clouds,34.6667,138.95,Shimoda Tokyu Hotel
629,Arcata,US,61.66,overcast clouds,40.8665,-124.0828,"Hampton Inn & Suites Arcata, CA"
632,Nevesinje,BA,77.86,clear sky,43.2586,18.1133,Prenoćište Nevesinje
633,Amahai,ID,78.84,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
634,Tongren,CN,85.53,broken clouds,27.7172,109.1853,Fanjing Mountain International Conference Center
635,Skibbereen,IE,61.11,broken clouds,51.55,-9.2667,The West Cork Hotel
636,Maceio,BR,74.64,scattered clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
638,Bubaque,GW,79.0,light rain,11.2833,-15.8333,"Casa Dora, Bubaque"
639,Aleksandrow Kujawski,PL,62.47,light rain,52.8766,18.6935,Hotel Restauracja Aquarius
640,Koungou,YT,80.31,clear sky,-12.7336,45.2042,Villa Netibor
643,Mateare,NI,77.9,overcast clouds,12.2351,-86.4281,Lotinica prados las mercedes
644,Makariv,UA,81.18,overcast clouds,50.4641,29.8113,Apart-hotel GolfStream
645,Gigmoto,PH,84.56,overcast clouds,13.7796,124.39,Cj's Travellers Inn
646,Harrismith,ZA,60.51,broken clouds,-28.2728,29.1295,Sir Harry's Estate
647,Samarai,PG,79.75,few clouds,-10.6167,150.6667,Nuli Sapi
649,Leczna,PL,70.95,overcast clouds,51.3012,22.8814,Pokoje gościnne 30stka
652,Harper,LR,77.14,overcast clouds,4.375,-7.7169,Screensaver
653,Toamasina,MG,70.38,light rain,-18.1667,49.3833,Hotel H1
654,San Jose,US,65.79,overcast clouds,37.3394,-121.895,The Westin San Jose
658,Sladkovo,RU,76.75,light rain,55.5284,70.3385,Gostinitsa
659,Fuxin,CN,84.31,few clouds,42.0156,121.6589,Xinya International Hotel
660,Kulhudhuffushi,MV,77.43,moderate rain,6.6221,73.07,Haajy Guest House 1
664,Sorland,NO,60.66,overcast clouds,67.667,12.6934,Sjybrygga fiskecamp
666,Mikkeli,FI,64.51,few clouds,61.6886,27.2723,"Original Sokos Hotel Vaakuna, Mikkeli"
667,Kitimat,CA,69.91,scattered clouds,54.0524,-128.6534,Kingfish Westcoast Adventures Ltd. Kitimat Estuary Lodge B&B
668,Jaguaribe,BR,71.83,broken clouds,-5.8906,-38.6219,Hotel Pinheiro
669,Mabaruma,GY,72.34,overcast clouds,8.2,-59.7833,Monty Brooms Guest House
670,Aleksandrov Gay,RU,88.32,overcast clouds,50.147,48.5704,Gostinitsa
671,Megion,RU,66.22,overcast clouds,61.0296,76.1136,Komfort Hotel
672,Batagay,RU,80.89,overcast clouds,67.6333,134.6333,Gostinitsa Ki'ileekh
673,Mareeba,AU,68.72,scattered clouds,-17.0,145.4333,Trinity Plains Tourist Park
675,Torit,SS,75.22,light rain,4.4133,32.5678,Diplomat Guest House
679,Novosineglazovskiy,RU,80.31,broken clouds,55.0401,61.3792,Smolinopark
680,Sept-Iles,CA,61.05,scattered clouds,50.2001,-66.3821,Comfort Inn
681,Dhidhdhoo,MV,77.23,moderate rain,6.8833,73.1,Dhidhoo beach
682,Nadym,RU,65.35,clear sky,65.5333,72.5167,Apartment on Zvereva
684,Krasnogorsk,RU,73.06,clear sky,55.8225,37.3181,"Hotel ""Academy"""
688,Puerto Colombia,CO,82.49,broken clouds,10.9878,-74.9547,Hotel El Emigrante
689,Amarillo,US,75.25,clear sky,35.222,-101.8313,Microtel Inn & Suites by Wyndham Amarillo
690,Kousseri,CM,83.59,scattered clouds,12.0769,15.0306,Le Pilotis
692,Soyo,AO,73.71,overcast clouds,-6.1349,12.3689,Hospedaria ndozi'ame
693,Itapetinga,BR,67.8,overcast clouds,-15.2489,-40.2478,Hotel Del Rey
694,Alta Floresta,BR,64.47,clear sky,-9.8756,-56.0861,Floresta Amazonica Hotel
695,Nabire,ID,79.47,overcast clouds,-3.3667,135.4833,Hotel Nusantara I
696,Manaira,BR,65.79,overcast clouds,-7.7061,-38.1544,Hotel
697,Kabin Buri,TH,85.89,moderate rain,13.9511,101.7177,At Home Kabinburi
698,Tete,MZ,78.89,mist,-16.1564,33.5867,Zambeze Paraíso Misterioso
700,Port Hueneme,US,75.25,scattered clouds,34.1478,-119.1951,Hampton Inn Channel Islands Harbor
702,Kijang,KR,77.74,moderate rain,35.2442,129.2139,Samyang Beach Villa
703,Sibolga,ID,84.85,scattered clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
705,Svetlyy,RU,64.45,light rain,54.675,20.1347,"Gostinitsa-Kafe, Alena"
707,Taber,CA,61.63,broken clouds,49.8167,-112.1518,Taber Motel
710,Belyy Yar,RU,83.86,clear sky,53.6039,91.3903,Pasportnyy Stol
711,Bodden Town,KY,82.92,overcast clouds,19.2833,-81.25,Will T Place
712,Belmonte,BR,72.61,few clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
713,Abha,SA,77.25,scattered clouds,18.2164,42.5053,Abha Hotel
714,Kavieng,PG,81.99,light rain,-2.5744,150.7967,Nusa Island Retreat
715,Hirara,JP,84.67,moderate rain,24.8,125.2833,Hotel Atoll Emerald Miyakojima
716,Halifax,CA,62.53,clear sky,44.6453,-63.5724,Hotel Halifax
717,Catuday,PH,81.41,light rain,16.2923,119.8062,Benjie's Kubo & Cottages
720,Buritis,BR,64.81,few clouds,-15.6178,-46.4233,Hotel Rainha do Vale
721,Eureka,US,60.67,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
723,Aldan,RU,78.51,broken clouds,58.6031,125.3894,Aldan Guest House
724,Gidam,IN,85.84,overcast clouds,18.9833,81.4,Dhanshree Lodge And DormItory
725,Kyaikto,MM,82.13,heavy intensity rain,17.3,97.0167,နီလာ တည်းခိုခန်း
726,Mayumba,GA,75.6,broken clouds,-3.432,10.6554,LIKWALE LODGE
727,Mao,ES,84.76,few clouds,39.8885,4.2658,ARTIEM Capri
730,Kalianget,ID,82.15,scattered clouds,-7.05,113.9333,Pesanggrahan Garam
731,Serenje,ZM,71.22,clear sky,-13.2325,30.2352,The Kabaso's
734,Chake Chake,TZ,80.85,few clouds,-5.2459,39.7666,Hotel Archipelago
735,Dumai,ID,84.42,moderate rain,1.6833,101.45,Grand Zuri Dumai
736,Nyurba,RU,74.82,overcast clouds,63.2842,118.3319,"Гостиница ""Comfort"""
738,Goderich,CA,66.9,clear sky,43.7501,-81.7165,Harmony Inn
740,Trinidad,BO,64.33,clear sky,-14.8333,-64.9,Hotel Piesta
743,Karymskoye,RU,79.97,broken clouds,51.6167,114.35,"Gostinitsa ""Oazis"""
744,Hovd,MN,81.25,broken clouds,48.0056,91.6419,Hotel Khovd
745,Meulaboh,ID,85.26,broken clouds,4.1363,96.1285,Kost Pria
746,Dickinson,US,83.05,clear sky,29.4608,-95.0513,Hampton Inn & Suites Houston/League City
747,Linjiang,CN,80.71,overcast clouds,41.8069,126.9078,格林豪泰
748,Alihe,CN,73.9,light rain,50.5667,123.7167,Alihe Forestry Hotel
749,Festus,US,71.47,overcast clouds,38.2206,-90.396,"Holiday Inn Express & Suites Festus - South St. Louis, an IHG Hotel"
750,Baishishan,CN,78.89,overcast clouds,43.5833,127.5667,Maple Leaf Hotel
752,Polyarnyy,RU,65.34,scattered clouds,69.1989,33.4478,Hotel Tatyana
754,Burns Lake,CA,60.28,scattered clouds,54.2331,-125.7533,Burns Lake Bed and Breakfast
756,Kudahuvadhoo,MV,78.21,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
757,Kondinskoye,RU,75.06,light rain,59.6481,67.41,Gostinitsa
759,Yar-Sale,RU,65.44,clear sky,66.8333,70.8333,Yalemd
761,Musoma,TZ,74.17,light rain,-1.5,33.8,New Peninsula Hotel
762,Hobara,JP,89.11,overcast clouds,37.8167,140.55,ロイヤルホテル ほていや
763,Ulaanbaatar,MN,78.93,scattered clouds,47.9077,106.8832,The Blue Sky Hotel and Tower
764,Alenquer,BR,72.46,moderate rain,-1.9417,-54.7383,Detinha Hotel
767,Galle,LK,81.14,overcast clouds,6.0367,80.217,Amangalla
768,Luau,AO,82.04,clear sky,-10.7073,22.2247,Kimbo Hotel
770,Polje,BA,72.25,clear sky,43.8806,18.0744,Motodrom/Izletište Gajice - Kreševo
772,Suntar,RU,77.13,overcast clouds,62.1444,117.6319,Гостевая квартира
774,Lapy,PL,60.28,overcast clouds,52.9911,22.8842,Hotel robotniczy
775,Butte,US,83.98,clear sky,39.6499,-121.5677,Meadowbrook Oaks Mobile Home Park
776,Sao Filipe,CV,76.64,overcast clouds,14.8961,-24.4956,Hotel Xaguate
779,Urucara,BR,71.91,overcast clouds,-2.5364,-57.76,Pousada Maria Bonita
780,Beira,MZ,77.09,few clouds,-19.8436,34.8389,Beira Terrace Hotel
783,Pionerskiy,RU,64.24,light rain,54.9508,20.2275,Baltica Pension
786,Tailai,CN,87.49,clear sky,46.3833,123.4,Pearl Garden Hotel
787,Kvitok,RU,75.79,light rain,56.0724,98.4813,Zaimka
788,Ust-Ilimsk,RU,74.26,broken clouds,58.0006,102.6619,AleNat Center
789,Doba,TD,78.76,light rain,8.65,16.85,Restaurant Auberge La Pétrolière
790,Tabou,CI,77.83,overcast clouds,4.423,-7.3528,hotêl doufoulougou
791,Tolosa,FR,79.77,clear sky,43.6043,1.4437,Novotel Toulouse Centre Wilson
794,Manokwari,ID,81.48,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
795,Caernarfon,GB,61.63,overcast clouds,53.1413,-4.2702,Taldrwst Farmhouse
797,Novobessergenevka,RU,89.15,clear sky,47.1847,38.8462,Park-Hotel Malikon
801,Puerto Leguizamo,CO,68.95,broken clouds,-0.1934,-74.7819,la casona de juancho
802,Severodvinsk,RU,69.12,scattered clouds,64.5635,39.8302,Park Hotel
803,Dandong,CN,80.58,light rain,40.1292,124.3947,Yiranju Farmstay
804,Camabatela,AO,72.16,scattered clouds,-8.1881,15.375,Comércio e Prestação de Serviços
805,Vilyuysk,RU,79.07,overcast clouds,63.7553,121.6247,Gostinitsa Viliuisk
806,Probolinggo,ID,83.95,overcast clouds,-7.7543,113.2159,Rumah Anggrek Syariah 1 RedPartner
808,Piacabucu,BR,73.44,scattered clouds,-10.4056,-36.4344,Piaçabuçu News
810,Izumo,JP,84.33,overcast clouds,35.3667,132.7667,Toyoko-Inn Izumoshi ekimae
811,Kyle,US,80.74,overcast clouds,29.9984,-97.8715,La Quinta Inn & Suites by Wyndham Kyle - Austin South
812,Hella,NO,72.75,clear sky,67.2,14.4333,Djupvatnet rasteplass
813,Yebaishou,CN,86.27,clear sky,41.3975,119.6408,Siji Home
816,Constantine,DZ,85.41,clear sky,36.365,6.6147,Grand Hotel Cirta
817,Lensk,RU,64.24,overcast clouds,60.7253,114.9278,ТинОрС
818,Nottuln,DE,72.52,overcast clouds,51.9333,7.35,Zur Alten Post - Hotel Nottuln
819,Changping,CN,89.24,clear sky,40.2186,116.2197,Huachang Hotel
820,Azare,NG,79.84,overcast clouds,11.6765,10.1948,Mallam Ayuba Compound
821,Muromtsevo,RU,76.06,light rain,56.3724,75.2418,Plyazh U Reki Tara
823,Tondano,ID,78.89,overcast clouds,1.3038,124.9112,Villa Bella
829,Vila Franca Do Campo,PT,72.01,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
831,Urumqi,CN,85.15,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
833,Kasempa,ZM,78.42,clear sky,-13.4584,25.8338,Lolelunga Forest Reserve
834,Ascension,US,76.01,mist,30.2169,-90.9001,Highland Inn
836,Karwar,IN,82.74,broken clouds,14.8,74.1333,Netalco Connects
837,Zabid,YE,85.87,overcast clouds,14.1951,43.3152,مغرب التريبه
838,Richards Bay,ZA,65.3,light rain,-28.783,32.0377,BON Hotel Waterfront Richards Bay
842,Kiunga,PG,75.25,broken clouds,-6.1219,141.2906,Airport Lodge Kiunga
843,Kathu,TH,84.02,overcast clouds,7.9178,98.3332,Novotel Phuket Resort
844,Ust-Tsilma,RU,78.46,overcast clouds,65.441,52.1498,U Praskov'i
846,Ferrol,ES,73.92,clear sky,43.4832,-8.2369,Hotel Spa Sercotel Odeón
847,Sigli,ID,85.8,overcast clouds,5.3848,95.9609,Losmen Dua Mali
848,Vila,PT,63.48,clear sky,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
850,Vaxjo,SE,69.58,clear sky,56.8777,14.8091,Elite Stadshotellet Vaxjo
851,Monze,ZM,76.42,clear sky,-16.2833,27.4833,Fay terry lodge
852,Atbasar,KZ,74.88,broken clouds,51.8,68.3333,Astana Marriott Hotel
853,Amarwara,IN,81.52,overcast clouds,22.3,79.1667,Prasiya Chat Bhandaar Amareara
855,Kieta,PG,79.29,light rain,-6.2167,155.6333,Uruna Bay Retreat
859,Muros,ES,77.68,clear sky,42.7762,-9.0603,Apartment Av. Castelao
861,Black Forest,US,62.74,clear sky,39.0131,-104.7008,Datt Properties
862,Manado,ID,86.77,few clouds,1.487,124.8455,Aryaduta Hotel
863,Monrovia,LR,77.85,overcast clouds,6.3005,-10.7969,Sunset Inn
864,Yefremov,RU,71.76,overcast clouds,53.1481,38.0992,"Муниципальное унитарное предприятие МО Ефремов ""Гостиничный комплекс Ефремов"""
865,Dwarka,IN,83.53,broken clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
866,Acari,PE,61.36,scattered clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
868,Radstadt,AT,64.18,overcast clouds,47.3833,13.45,Landhotel Laudersbach
869,Nguruka,TZ,84.34,scattered clouds,-5.1092,31.0419,RUSULI LODGE
870,Stepnoye,RU,79.2,overcast clouds,51.4,46.8667,Edem
872,Atlantic City,US,74.98,few clouds,39.3643,-74.4229,Courtyard by Marriott Atlantic City Beach Block
873,Ukiah,US,66.09,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
874,Sarkand,KZ,80.37,light rain,45.41,79.9186,Гостиница Сарканд
876,Honiara,SB,79.05,scattered clouds,-9.4333,159.95,Heritage Park Hotel
877,Coahuayana,MX,75.04,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
878,Ishigaki,JP,84.04,heavy intensity rain,24.3448,124.1572,Hotel Peace Land Ishigakijima
879,Auki,SB,77.79,clear sky,-8.7676,160.7034,Auki Motel
880,Santa Isabel Do Rio Negro,BR,67.87,scattered clouds,-0.4139,-65.0192,Hotel GSA
883,Barstow,US,79.79,overcast clouds,34.8986,-117.0228,"Motel 6 Barstow, CA"
884,Rauma,FI,71.64,few clouds,61.1272,21.5113,Kalliohovi Hotel
885,Mandalgovi,MN,86.52,clear sky,45.7625,106.2708,В.Ганбат
886,La Asuncion,VE,77.47,broken clouds,11.0333,-63.8628,Colinas de Matasiete
888,Mnogovershinnyy,RU,64.76,overcast clouds,53.9353,139.9242,Obshchezhitiye 14
889,Aljezur,PT,82.33,clear sky,37.3191,-8.8033,Amazigh Hostel
890,Shingu,JP,83.46,overcast clouds,33.7333,135.9833,Shingu UI Hotel
891,Biak,ID,78.82,overcast clouds,-0.9131,122.8766,Penginapan Kim
893,Bar Harbor,US,64.02,clear sky,44.3876,-68.2039,Atlantic Oceanside Hotel & Event Center
899,Papara,BR,73.8,overcast clouds,-3.9839,-38.7273,Bela vista Maranguape
900,Juba,SS,75.47,overcast clouds,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
901,Bereda,ES,72.41,scattered clouds,43.2686,-7.5406,Pazo de Verdes
902,Steinbach,DE,80.6,clear sky,50.1667,8.5667,Mercure Hotel Frankfurt Eschborn Helfmann Park
903,Kishangarh,IN,86.86,overcast clouds,26.5667,74.8667,Royal Heritage
905,Troitsko-Pechorsk,RU,63.03,overcast clouds,62.7084,56.1964,Pechora Gostinitsa
906,Sao Jose Da Coroa Grande,BR,75.78,overcast clouds,-8.8978,-35.1478,Crôa Mares Hotel
907,Ouesso,CG,83.97,broken clouds,1.6136,16.0517,ABENIE Hotel
908,Betioky,MG,83.89,clear sky,-23.7167,44.3833,Bungalows Acacias Hotel
909,Madinat Sittah Uktubar,EG,85.6,clear sky,29.8167,31.05,Happy Kennel Academy
910,Lumphat,KH,86.41,broken clouds,13.4878,106.9816,Lumphat Homestay​ &​lake​side
911,Balakhta,RU,77.74,broken clouds,55.38,91.6,Bereg
912,Qinhuangdao,CN,82.44,clear sky,39.9317,119.5883,Qinhuangdao Peninsula Seasons Hotel And Apartment
914,Guayama,PR,81.23,few clouds,17.9841,-66.1138,Brandemar Hotel
915,Custodia,BR,68.32,overcast clouds,-8.0875,-37.6431,Hotel do Sertão
917,Kolobrzeg,PL,73.15,clear sky,54.1757,15.5834,Doris SPA
918,Puerto Cabezas,NI,77.58,overcast clouds,14.0351,-83.3888,Cabaña Caribe
919,Bichena,ET,64.15,moderate rain,10.45,38.2,Dagm Tesfa Hotel ዳግም ተስፋ ሆቴል
920,Marawi,PH,72.72,overcast clouds,7.9986,124.2928,Derogongan Residence
921,Unai,BR,64.2,clear sky,-16.3575,-46.9061,Hotel Regente
922,Ginir,ET,73.85,light rain,7.1333,40.7,Sura Dare Village
924,Arcachon,FR,75.42,clear sky,44.5875,-1.0519,Hôtel All Suites Le Teich
927,Uchana,IN,82.49,light rain,29.4667,76.1667,Goods Godown Uchana Railway
928,Mocuba,MZ,80.73,clear sky,-16.8392,36.9856,Phama Lodge
929,Penzance,GB,70.77,overcast clouds,50.1186,-5.5371,Artist Residence Penzance
931,Karlstad,SE,70.36,broken clouds,59.3793,13.5036,Scandic Karlstad City
933,Brownwood,US,85.32,overcast clouds,31.7093,-98.9912,La Quinta Inn & Suites by Wyndham Brownwood
934,Issia,CI,76.05,overcast clouds,6.4922,-6.5856,Résidence Hôtel Ange Anaé
935,Camacha,PT,69.22,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
936,Yarmouth,US,70.12,clear sky,41.7057,-70.2286,Blue Rock Resort
939,Pahrump,US,84.25,broken clouds,36.2083,-115.9839,Best Western Pahrump Oasis
941,Soe,ID,71.76,scattered clouds,-9.8607,124.284,Dena Hotel
942,Urdoma,RU,79.63,scattered clouds,61.7533,48.5442,Vikonda
943,Ntoum,GA,79.56,overcast clouds,0.3833,9.7833,Hôtel Santa Barbara
945,Gander,CA,60.17,scattered clouds,48.9682,-54.5906,Quality Hotel & Suites
946,Salinopolis,BR,78.35,scattered clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
948,Sidney,AU,60.71,moderate rain,-33.8679,151.2073,The Grace Sydney
950,Itupiranga,BR,75.52,few clouds,-5.1347,-49.3267,Hotel Panorama
951,Ketchikan,US,63.07,overcast clouds,55.3422,-131.6461,Snow's Cove Lodge
952,Hailar,CN,76.68,scattered clouds,49.2,119.7,Holiday Inn & Suites Hulunbuir
953,Varangaon,IN,89.94,overcast clouds,21.0167,75.9,Pramod Tawade
954,Warri,NG,79.81,light rain,5.5167,5.75,GT Guesthouse
955,Pangkalanbuun,ID,79.56,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
956,College,US,64.35,light rain,64.8569,-147.8028,Pike's Waterfront Lodge
961,Colares,PT,88.32,clear sky,38.7992,-9.4469,Arribas Sintra Hotel
962,Kindia,GN,72.59,overcast clouds,10.0569,-12.8658,LES EAUX DE KILISSI
965,Ustka,PL,75.65,broken clouds,54.5805,16.8619,Hotel Royal Baltic Luxury Boutique
966,Jacmel,HT,82.24,clear sky,18.2342,-72.5347,Historic Hotel Florita
968,Elizabeth City,US,73.42,clear sky,36.2946,-76.2511,Hampton Inn Elizabeth City
971,Cabatuan,PH,81.55,light rain,10.8794,122.486,MVC Transient Room
972,Visby,SE,74.05,few clouds,57.6409,18.296,Best Western Solhem Hotel Visby
974,Yasnyy,RU,77.31,broken clouds,51.0333,59.8742,Gostinitsa
975,Nagyszenas,HU,70.99,overcast clouds,46.6833,20.6667,Platán Panzió
977,Shakawe,BW,80.4,clear sky,-18.3667,21.85,Ditlhapi Guest House
978,Navolato,MX,75.13,overcast clouds,24.7672,-107.6944,Cofradía de San pedro Navolato sinaloa
980,Asmar,AF,86.7,broken clouds,35.0333,71.3581,COP Monti
981,Puerto Escondido,MX,77.54,broken clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
982,Durban,ZA,61.02,overcast clouds,-29.8579,31.0292,Hilton Durban
983,Xiuyan,CN,79.43,overcast clouds,40.2928,123.2744,Helin Holiday Hotel
984,Kralendijk,BQ,80.58,scattered clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
985,Green River,US,72.99,scattered clouds,41.5286,-109.4662,Hampton Inn & Suites Green River
986,Yokadouma,CM,79.86,overcast clouds,3.5167,15.05,Hôtel De Ville De Yokadouma
987,Cacule,BR,62.46,clear sky,-14.5033,-42.2222,"Radar Palace Hotel: Suítes, Apartamentos, Hospedagem em Caculé BA"
989,Pangody,RU,64.42,clear sky,65.85,74.4859,Elizaveta Shevchuk's House
990,Waingapu,ID,80.85,broken clouds,-9.6567,120.2641,Pondok Wisata Elim
992,Nuevo Progreso,MX,76.46,scattered clouds,23.1667,-97.95,Balneario Rio el Paraiso
994,Kinsale,IE,63.23,broken clouds,51.7075,-8.5306,Actons Hotel Kinsale
995,Andenes,NO,62.58,clear sky,69.3143,16.1194,Hotell Marena
996,Nevelsk,RU,64.18,broken clouds,46.6733,141.8633,Gostinitsa Viktoriya
997,Iskateley,RU,72.37,overcast clouds,67.6803,53.1512,Hostel Agat
998,Nyrob,RU,68.0,overcast clouds,60.733,56.7202,Gostinitsa
999,Boguchany,RU,76.28,light rain,58.3814,97.4531,Uyut
1000,Puerto Baquerizo Moreno,EC,69.66,broken clouds,-0.9,-89.6,Hotel los Algarrobos
